54338 472
798 10
1002 22
7467 99
736 16
614 8
2453 49
1333 14
9130 139
19216 168
284727 2697
5247 84
19856 286
1114 32
6420 61
17734 187
6942 111
8397 161
21365 235
394 9
1670 25
967 29
2678 50
2836 48
548 18
12480 176
8553 92
12854 234
43916 495
15233 151
792 22
3164 30
1534 21
2079 47
579 15
2067 44
692240 7146
3426 102
6233 121
9915 27
5915 107
268792 1463
2857 39
34515 178
682 26
702 15
16884 162
4871 52
10089 152
13697 205
10033 74
6058 94
2819 57
1484 42
18657 193
17028 258
5013 74
123470 736
8455 92
2470 34
13480 128
12533 123
8258 105
5314 59
3713 22
5161 118
504 16
6235 52
1277 27
4443 74
11490 91
970 27
760 20
2781 41
1432 25
391 11
3307 76
39014 448
3405 120
46056 735
560 12
57700 618
244008 3901
2782 35
2860 59
4808 58
2226 32
9752 111
14589 86
20232 235
5423 86
12095 123
553 6
1926 29
11986 137
1138 15
511 15
4652 40
9900 139
4334 76
8188 206
5305 119
4340 55
1363 26
30368 214
11846 113
5103 66
4783 60
29304 261
6714 89
5408 74
5780 71
955 17
706 34
2190 50
237 12
254369 1351
2652 46
4086 89
2768 39
178806 1381
1382 22
2345 79
776 13
8001 89
370 12
7959 95
1725 88
24338 212
741 12
3497 39
11479 166
23034 214
7836 74
47584 354
11191 174
115929 904
1342 31
6202 120
4705 53
17425 243
1758 44
8526 80
1021 16
8558 127
12091 137
4056 56
2964 51
9655 142
1445 29
9696 108
7900 115
1766 26
54753 553
1038 17
246 3
1758 34
5252 106
6748 135
32155 686
22479 726
9524 129
44822 449
11031 181
1769 33
742 12
3813 68
6124 81
916 19
3458 56
7278 251
599 12
1631 27
489 8
2000 24
1221 24
2059 36
2246 32
642 21
948 15
3036 31
6663 85
1926 28
530 14
1403 32
842 10
2460 39
1815 23
904 19
61020 742
8520 71
171780 1712
4914 68
1013 21
1459 25
2626 29
1697 35
7140 70
15255 261
2284 44
1312744 11642
1583 38
17156 275
2157 43
807 11
22871 280
691 10
3657 47
2295 23
170 1
120319 765
1895 28
499663 2740
195474 912
72744 361
6361 105
74849 568
15209 161
227902 2426
937 16
27855 362
211038 1181
1070803 6047
23127 314
42210 453
44886 690
374 5
15154 92
3916 61
5884 57
392474 1312
15922 160
8925 124
123221 727
494 3
746804 8171
120012 583
79598 533
1229 12
8392 90
5043 65
28754 422
18852 119
411261 3719
778836 8082
4301 49
91766 683
168922 1847
792016 8009
28375 253
22556 168
17924 234
1983 32
169530 1583
18160 211
41245 303
71476 333
981 7
1802 46
605 4
15699 204
24125 291
12945 166
23630 233
21713 435
51814 641
27783 347
52415 608
239713 1683
55158 448
22000 156
166901 1469
16515 214
44787 567
5068 90
67270 384
12228 128
3577 51
18779 159
5981 68
197747 1377
3540 24
1031 18
10697 136
1202 12
896 6
841 19
1173 23
517 4
27135 127
557 12
3475 37
3010 50
91691 450
39572 158
65356 434
18456 134
5677 56
36088 174
122827 831
3638 18
1334 25
89763 903
21776 144
4552 46
679 2
393 12
1936 13
2314 60
959 10
603 16
1173 20
558 12
1581 31
897 11
3659 34
3192 49
5950 110
64711 469
32745 374
31811 381
9074 148
972 19
3560 33
4791 76
369208 1903
17387 209
841 26
7228 161
225860 1527
424 8
7627 100
6331 91
9839 148
30504 318
3018 24
20378 248
13293 142
3906 38
20188 178
2926 49
931 18
379 5
2409 21
101264 503
76069 503
12225 109
1253 32
4396 57
1931 28
667 15
4823 33
8094 47
1313 9
347 7
1676 19
74 0
62048 575
13844 91
1708 15
19600 157
6402 101
18880 39
5852 49
33445 379
17256 266
55162 317
55360 519
3723182 35960
11712 103
14969 170
439 2
8312 97
760 12
67516 485
238168 1906
18907 210
18079 105
1177 7
4069 30
3971 16
311476 2634
6090 63
42879 380
18942 207
161206 1470
7217 78
19678 138
89703 1035
2983 31
2457 44
82129 971
2498 26
0 216
4148 40
26536 147
125979 971
17643 195
103643 397
21003 264
162 0
1779 41
196 0
29376 175
15014 148
56403 614
10088 48
7830 100
330667 3010
24188 251
1221 13
12316 77
161298 1560
392 6
1880 32
2206 2
6374 52
116482 777
32224 284
15916 99
109824 608
19276 299
36890 500
3495 69
5306 66
8794 155
18290 132
1552 22
4434 51
2383 11
8670 119
422 0
12574 40
399 1
8940 166
34177 512
14984 237
60825 681
39270 314
8429 62
296901 1569
5387 52
6659 79
9681 142
52107 546
18562 165
2215 22
30473 385
26084 474
20068 158
14371 207
19307 346
14205 198
52015 640
312 4
3748 58
72498 568
32089 366
11583 98
143 0
71238 717
41250 406
404269 2206
12145 155
5488 85
16168 187
7717 90
11211 183
7599 118
2276 33
7003 148
5590 63
7652 129
8493 134
3774 29
12798 177
117019 1261
62085 572
5337 137
1127 6
3507 24
1128 20
8086 9
4485 50
10053 110
3246 52
62287 886
2242 16
3647 48
7920 34
337272 3418
22235 230
16074 156
19149 157
27147 342
6373 142
10834 163
43809 626
65768 621
12866 184
43691 465
26972 109
29913 514
14246 158
24919 210
1534 19
81088 712
4348 67
316 0
570676 5627
26693 261
25660 325
2718 8
586 12
12081 15
5929 67
0 25
33674 0
11312 207
1264 35
3711 80
10122 169
14278 230
352387 4146
15147 254
12461 176
56366 319
25105 296
7813 99
4374 36
6658 63
44188 387
62192 456
47583 477
9442 135
119501 1306
42267 329
8569 112
31844 211
13450 142
35094 259
10702 132
106631 783
368131 2838
12711 185
2349 27
264808 3029
237616 3505
41894 536
10522 143
20654 295
140973 1239
26587 243
144255 1227
69822 892
60246 804
3252967 45123
551777 4832
15209 239
194657 1989
38930 551
17031 180
14585 147
258381 3181
74124 788
27981 319
3270 4
48685 551
13709 167
238972 2245
21540 296
8870 169
4180 82
7933 115
13536 194
8700 136
5883 191
18053 235
31452 357
7431 69
27580 162
17662 224
1112 5
5718 123
7125 84
11171 155
16809 226
16803 221
12326 75
64665 731
11873 150
188454 1624
78655 997
7886 86
272312 3110
85668 793
10263 130
13629 136
14105 175
23051 133
11963 149
26919 291
29873 446
20724 193
18880 346
16582 250
62249 826
24584 291
53128 527
12814 180
90443 1070
126819 1530
11646 149
1087 0
178226 1432
89614 840
39367 589
10733 154
2575 53
2863 49
37232 396
55432 891
19476 275
59619 640
6466 107
128164 1325
2418 46
20974 230
10947 181
79625 623
9233 179
68068 1193
24624 288
51181 543
6446 106
11413 147
32120 521
4258 85
163234 2224
4156 66
174846 2523
773219 6783
24644 327
529 0
1158 19
3791 71
7296 108
4770 102
2502 87
40709 401
4940 110
48782 1015
4654 161
10128 140
2965 54
5890 106
39071 1151
67274 979
3020 43
6779 127
2055 54
2777 47
105399 1175
9426 118
31879 325
7688 90
52711 867
45273 516
6246 111
13437 168
2573 70
19345 231
992 22
33610 658
3918 62
10923 158
5591 82
10404 135
21344 247
10005 138
8033 152
4590 25
25712 472
44588 489
11318 173
11699 208
4934 89
317809 3869
9972 168
94491 1484
28937 439
3550 60
17841 243
6607 78
23951 411
1349 18
104 4
5658 111
2307 37
1775 68
2311 40
39371 550
5026 90
4567 66
10367 142
16442 236
13826 174
11636 210
53794 1280
30726 807
479357 4422
6351 107
42690 766
18291 301
1751 18
9928 118
19301 327
77316 938
25128 327
762 6
17735 266
15448 235
27974 283
3082 73
15835 252
10301 213
5034 70
25115 362
3158 66
530 23
198099 2261
32243 367
4106 95
4866 69
1644 0
24045 270
6075 91
3890 109
5504 70
108896 1819
241385 2582
113603 800
12803 194
2998 37
13373 204
7024 108
98584 1830
144026 1867
52974 1032
25663 554
20031 117
8203 165
3714 60
196951 2500
45705 523
98541 1032
18650 265
193988 2466
122931 1744
105676 2504
40558 774
1547142 12324
22541 138
27262 353
61967 769
12461 202
474111 3315
143893 1276
479806 6064
216686 3291
166264 1687
224275 2392
276553 3043
112003 1353
34796 309
239195 2858
91925 1051
159666 2289
275669 4086
260323 3457
72871 664
15560 247
28715 482
12012 176
21210 470
292490 3781
52987 665
30603 333
170014 1978
142308 1379
327464 3739
92157 1085
38821 398
6709 112
9887 117
3346 68
6535 90
1510 30
8209 104
59197 699
121030 2072
22384 316
132005 1283
7291 76
78491 711
2352 0
1895 20
11927 85
4730 78
12812 231
4660 64
37264 249
4705 70
1187 22
7336 112
13067 162
84901 659
40397 309
121916 1045
96059 1419
23409 103
8362 134
2945 57
17454 220
10207 200
48229 440
19490 270
17606 166
5118 103
730 12
100776 914
2098 26
39398 438
1716 40
30197 720
15999 359
8111 115
5130 125
280 398
150509 2361
19192 136
12343 80
17626 218
12199 143
19725 238
7725 125
5277 136
2449 58
4096 83
6042 65
22900 365
9825 181
1782 32
128846 1314
11551 0
197 14
2368 32
9173 352
1504 24
656 15
11237 262
4635 101
26123 291
5645 83
19820 201
35602 489
5258 66
5028 125
5892 96
45627 836
3956 111
12293 229
700 11
1353 22
2806 67
192 2
124 5
13717 255
1259 37
1026 18
4699 116
4079 101
18185 319
11257 113
17920 284
12955 168
6324 124
27112 583
8826 126
3112 99
4494 83
43060 360
673021 9334
7632 123
17491 238
5645 84
3659 45
2070 41
8690 157
16995 267
1248 19
5761 106
4741 36
141 2
1597 43
918 15
838 14
3385 66
855 15
2171 19
7693 183
3133 71
1591 25
13683 140
16717 246
8304 116
2597 110
18667 295
5527 54
47435 388
28559 500
878 12
2200 37
113 1
1305 18
760 14
1598 30
82 1
691 10
17116 272
3962 68
6618 84
3494 78
15779 243
6797 106
79936 1044
7937 24
7620 152
75977 713
35440 265
1160 41
3769 57
11564 164
5614 58
59143 351
4472 19
194 3
2295 35
2716 28
1387 27
10402 93
628 13
1555 29
2684 42
4863 77
2416 58
2777 54
15540 217
9943 154
13493 179
3994 59
3320 46
5684 76
12399 181
8065 148
2803 27
588 13
522 12
3915 30
1103 19
1599 33
913 18
78157 1097
1354 36
2459 46
217466 2106
2095 30
78 1
5154 102
6426 92
3125 65
7293 123
11634 86
93 0
166 0
11814 309
13687 278
43383 439
14147 146
9754 246
10898 154
95194 481
6401 133
1992 24
5317 84
834 19
136 0
1818 31
1431 13
955 19
1436 20
1351 26
129 5
5736 83
41345 527
2240 64
5626 146
24634 389
3987 59
8428 108
8653 144
2620 34
1197 15
3597 57
11304 204
637 14
77493 1006
109 0
10739 284
397 11
2876 33
19712 198
472 7
114 6
6255 83
7013 95
453 9
498 11
3621 51
3266 46
4259 69
246781 2763
11820 213
13919 187
11773 156
5135 87
193938 1985
489 5
5967 175
2865 76
24655 581
43605 462
3156 65
1057 12
16467 217
23479 195
5347 122
4658 84
1333 19
624 4
510 14
71397 1259
60489 1401
19662 245
13945 240
16871 172
27099 321
3294 60
1089 22
31717 415
7807 142
1321 20
157389 1818
414 6
182403 1309
318721 4321
48672 973
12120 162
1412 20
67574 1677
1533874 18877
6100 160
2735 40
14141 189
6801 168
2852 71
5806 181
363 4
6041 90
1515 26
8064 89
29772 388
32338 573
68242 466
6267 116
277539 2671
2403 39
2055 27
13014 196
13560 220
7037 77
1810 46
214151 2404
735 0
26801 301
2979 32
15803 293
3273 65
1753 33
2411 33
640 23
891 11
1779 35
7330 57
8340 199
2323 20
21454 417
52984 527
39199 645
36671 641
1558 28
731 31
27344 442
19917 306
6884 114
4773 91
258304 2127
11631 290
14399 149
662 10
493 13
2535 26
1298 15
76 4
104 2
64835 936
2735 45
34 1
1308 22
7877 92
51540 605
6178 88
247 8
3844 65
22315 94
84627 823
462 14
6400 64
10194 123
14989 198
7974 98
4696 71
61992 392
26143 474
324 6
2260 26
2172 44
1955 91
6346 187
148 1
8309 34
7136 126
1414 25
1544 27
916 13
1739 32
9993 139
932 13
2449 58
3118 63
5669 112
2594 62
72242 760
49597 546
2250 57
25060 315
3804 83
4361 77
4264 122
1973 43
4705 49
54796 643
9081 106
21048 413
18024 255
1656 34
80163 726
9384 113
1797 70
2653 86
6057 127
4049 78
3025 39
8588 185
1774 13
977 5
804 2
292 4
3712 23
1822 0
33493 336
9769 126
88617 862
3412 37
172262 1487
20653 169
390 6
5041 79
5862 131
2704 32
16493 332
2479 21
2227 32
418 10
1484 11
1150 30
45 1
5140 39
1109 31
34151 224
664 0
3505 9
1381 17
598 12
452 9
2399 24
5648 97
530 5
21913 205
1837 10
8382 110
285 1
3157 29
5416 77
8730 115
15895 168
924 7
5869 21
26615 253
5859 96
4 0
1590 25
6720 80
122861 787
304 3
22978 289
31849 427
341178 3861
18453 387
49242 852
12862 291
127287 1783
35302 693
1844 40
3501 36
5527 17
7637 7
37092 434
9056 140
2743 54
8046 123
672 10
178 5
4766 78
251 3
41962 135
33915 309
1879 57
6181 114
2877 40
2979 62
20866 234
156865 2174
55435 837
43742 820
1045 22
799 12
3283 30
2776 61
486 9
3521 53
1365 16
30145 375
5605 160
291 5
2476 30
1549 25
2596 34
5874 104
2478 33
40707 265
20293 348
4599 95
44404 400
118209 1348
9958 223
559 5
10362 165
2987 58
7097 155
24536 400
11238 142
19772 277
25087 367
9957 116
2053 33
6337 126
7087 185
2338 57
5645 75
4965 15
13572 206
46174 930
6163 116
5689 113
16120 254
2049 29
30872 503
10583 118
5887 13
3774 65
6968 141
63221 978
72873 1084
7202 152
76588 872
46867 479
142304 2093
8665 123
72513 906
39194 761
2553 35
51763 805
5072 73
10752 136
13921 280
296063 3764
7959 152
23643 330
4866 47
10175 195
2619 46
130848 1066
2081 18
6439 145
6516 110
13795 215
2711 84
5275 115
1921 43
13915 172
22031 397
11316 269
5753 193
59381 913
151403 2092
23263 467
841 20
45826 577
111883 1404
5131 24
22581 122
11980 27
802 1
33564 172
2272 14
1794 2
1233 1
13148 47
123977 593
1993 2
95182 1597
35180 591
556 16
4150 106
1834 50
60814 973
23835 353
895 30
7237 118
3200 69
9828 177
28556 549
15226 304
48284 597
1398 27
6224 105
7218 117
1422 12
2963 35
1181 26
10808 133
9958 121
3191 76
2539 49
19364 452
7355 183
3295 36
8773 190
1389 36
337 4
5740 144
1328 5
9432 143
2449 53
200695 2670
3665 58
6006 98
3549 90
2555 71
14129 235
12851 218
4402 70
24198 482
5256 65
12947 263
14965 191
6355 52
3829 87
13887 240
8023 216
3104 127
1888 71
18834 427
2042 66
100410 1252
28784 593
10482 199
3203 65
3798 52
1859 74
6176 183
2452 42
12098 1
9672 259
71175 858
7643 51
14643 254
13881 241
20158 310
28710 415
26771 480
11371 304
6129 95
4936 125
3120 63
2515 52
4403 61
4438 65
395740 5575
13487 171
3896 104
42814 759
9809 169
22367 444
7099 129
909 17
1393 38
10176 136
10264 228
13597 159
13914 274
6658 83
9859 135
9803 247
1296 36
5150 141
3186 58
8893 222
33383 442
78343 487
1969 42
4305 60
4271 68
4455 109
545 10
63829 732
13399 204
99786 1568
6595 122
148323 1672
3168 78
18533 163
3394 44
9331 187
9273 148
9631 194
13062 263
1196 19
140174 1353
1595 39
8484 186
39350 496
2425 73
2629 55
16541 238
14759 153
6980 
13070 
16879 
8589 
8625 
8610 
30543 
68038 754
6559 138
9276 143
2675 67
5554 124
62077 416
6364 122
2683 50
46671 553
42786 227
74047 1014
6758 106
135201 1804
33032 411
10134 163
6104 116
24460 481
118555 1899
2700 51
11037 233
2980 38
1316 35
2421 59
7086 97
5873 
2474 36
3152 75
116344 1067
264809 1327
7829 
9997 
69248 
1 0
14666 
19215 47
45597 173
0 77
85256 1159
2694 37
4104 116
5309 90
3384 83
32225 323
45707 
11760 
13479 
52989 
7699 
15119 
160792 1143
825 17
24563 277
1176 19
2810 45
11273 176
31552 417
9740 141
3070 87
47764 406
3979 102
2553 51
2028 36
3404 
5526 
14596 
7337 34
12127 
6239 
12710 
548 
13038 
1301 16
10312 201
35755 305
4710 83
9416 188
1822 49
6613 117
4802 81
24177 308
2426 70
555 12
30476 421
10173 
5100 
4749 97
239299 2536
182 2
18419 282
32753 532
70913 739
5879 79
5742 110
2320 54
5759 131
4062 
12542 
6116 
31514 
15248 
12351 
33646 636
1667 37
1924 49
25036 294
1998 43
3764 63
30271 349
1764 24
2696 48
5624 58
118 1
2701 40
708 13
23506 275
9165 74
2597 31
2416 30
4275 86
3942 60
3621 61
6876 69
5213 
7979 174
12078 154
5900 100
34266 695
12432 193
29896 364
17885 
22552 354
14594 
5899 
15097 
13285 
7179 
10909 197
11050 260
14465 149
16557 245
2080 42
31575 400
4745 111
12471 184
29792 349
55757 299
3277 48
5517 114
4462 102
3383 56
7149 68
47377 674
7738 57
1810 28
11668 
2967 
12731 
5898 
5418 
13146 
1675 
1413 32
1303 15
13817 59
7985 151
11823 280
3782 64
4844 71
3615 76
21362 279
17216 249
10663 162
966 13
2619 56
6827 93
1708 23
6887 125
4437 76
1818 24
5676 66
6741 71
10105 118
4835 63
6759 105
3475 
23216 
13677 
1943 47
4075 76
5179 94
9578 
7545 
3123 80
6996 91
8560 115
2259 63
13028 232
6772 135
10890 181
13047 214
12856 220
4698 85
2939 9
28888 319
3147 19
41502 683
6568 132
2658 62
28086 265
11680 136
1578 32
5318 54
17647 139
2879 23
10276 
6873 
3042 54
10328 150
18747 261
1925 17
8105 111
5979 
6002 
42979 
9237 
4542 
14928 
6713 
9051 
9492 
106071 
12303 
14587 
6965 
7509 113
5041 59
70040 730
19812 235
5635 49
86277 325
13073 137
3067 50
7747 123
8954 120
8716 158
3891 71
7119 135
5958 64
5974 81
6736 82
22857 
5083 72
8693 161
1169 28
7898 123
25686 
47117 530
1835 38
10284 116
12907 160
12859 197
14425 128
3781 66
19027 191
1541156 15884
7945 74
4021 52
32731 222
20137 
27112 5848
8575 
12663 
20961 
1891 
7804 
10631 
11826 
17864 193
64631 574
26630 141
279407 2732
5220 53
7961 70
17843 289
291016 1950
12460 182
13813 173
3643 52
7140 107
6698 94
2135 38
12877 159
30079 0
43177 275
8776 109
5533 79
15501 199
12833 147
1859 26
4286 62
16407 158
12895 247
7834 97
3710 89
13865 232
12074 192
52541 679
8806 153
31987 354
21366 258
10519 166
2679 40
5409 72
1449 28
1577 30
16020 164
8673 183
34106 341
7713 135
4571 62
22153 390
22135 172
2433 35
70338 1119
4297 80
18964 189
6811 107
54353 440
2657 52
26547 316
3680 57
1796 41
6162 86
8907 133
20278 175
3235 35
13657 187
7915 99
5224 55
66525 531
3621 63
5594 60
46011 503
9472 152
307 9
2408 52
5252 107
68193 861
66227 716
15005 164
6459 142
166795 1273
36916 394
41956 185
16307 276
211308 1619
3909 61
8789 92
139537 1055
18560 334
2376 40
37307 476
6856 61
27583 330
61672 593
8718 122
9277 130
11650 131
13353 157
12712 115
40527 383
8231 139
6233 104
4896 112
2574 50
2910 36
7028 105
3090 59
5598 79
11666 194
12734 173
2826 51
6839 125
14998 222
3888 71
12840 176
10819 176
11465 234
22391 348
11778 156
16158 178
87953 931
14725 230
3492 37
4738 68
4667 76
8630 153
3100 36
3170 37
71532 563
8434 103
7724 116
50632 699
42913 346
16004 86
1967 29
3473 28
19858 264
207544 2159
9161 121
82914 576
98588 553
64363 368
4612 42
4952 51
11493 136
12210 123
6380 46
5262 67
12479 159
6691 20
864 397
1051 13
8516 73
2729 36
60871 627
3317 17
12069 79
61811 422
4959 59
17558 149
60126 595
9184 110
26984 337
4267 30
32037 200
48136 302
5074 48
2795 35
5596 29
6167 96
6085 95
121305 1293
7315 110
28029 287
31622 340
23116 326
5113 122
1267 19
20780 208
4580 59
4802 60
124488 979
1075 16
160214 1550
3999 25
10736 129
2427 39
8600 77
4344 44
16548 191
53346 231
10686 183
9965 141
2759 43
16534 228
2062 30
1422 12
12986 141
6346 86
42862 564
10402 125
76920 487
1807 19
8212 67
9925 77
2480 30
1579 15
29124 396
29820 459
2404 22
13916 84
54851 691
11214 121
8487 136
7224 84
7624 106
1909 39
13076 124
6750 76
2533 31
2201 20
8329 82
1524 7
88692 847
16490 110
15181 233
161623 1055
4687 88
7514 56
46287 549
6892 75
0 2796
35409 343
4848 40
929 7
2658 35
5096 96
4148 47
2207 31
3729 45
1258 33
15993 153
4374 62
2684 22
13692 178
117645 1670
35745 438
9994 169
10429 174
11774 132
6146 70
6623 95
5495 75
95780 815
5508 28
387288 2972
1826 20
15650 155
902 18
5613 65
949 16
10589 91
5915 36
4492 63
2576 42
13486 140
6758 24
9541 67
12245 136
1690 27
137568 916
19646 286
694 21
3264 49
307 7
3774 39
982 12
217732 1772
29147 289
101232 937
12706 135
8764 120
124615 1288
26936 270
2989 30
3967 28
10681 108
19471 191
3822 43
833 6
2550 33
23809 141
17332 135
3835 56
8685 97
3709 83
1205 24
2499 29
7142 89
1521 41
1200 12
3476 46
842 18
17408 205
2987 63
4934 74
14095 182
32130 145
11498 124
8047 90
21485 128
1786 14
17117 203
14444 141
41423 435
8161 101
10728 146
3110 45
9081 165
10555 102
119732 888
3730 65
8702 130
1073 17
2511 44
713 17
2436 53
1223 34
16277 183
8596 155
13683 164
30273 505
539858 9140
110789 654
20897 335
16486 34
15781 316
16136 239
50723 952
22305 270
2240 20
10653 227
62400 1101
5646 130
533 13
1817 41
683 14
752 10
222 3
2403 66
88265 932
6810 117
15130 180
61536 796
5131 63
2057 39
366 9
752 21
490 21
195 2
8396 163
24308 333
6428 111
5209 83
1699 61
5779 116
14382 160
21069 392
9137 153
6032 100
97074 725
25265 301
13420 166
1576 27
2651 30
47865 615
16257 258
1354 49
5106 121
7792 108
386806 4580
13760 185
51076 733
2005 53
20128 253
48717 540
7797 88
17565 116
1438 15
3596 71
23600 267
7236 85
10348 129
960 15
1510 32
8399 117
30097 489
20462 171
14395 175
15192 144
11096 163
5916 89
11258 180
33157 380
9212 109
7084 133
5986 46
3263 47
25212 189
5000 123
10273 153
19183 249
2986 31
2538 55
7924 148
2072 28
26741 369
6397 69
4604 126
4917 31
11911 101
3183 48
6832 89
11613 93
128344 838
11013 170
24487 326
3381 45
8959 102
98127 446
2738 34
5212 51
1374 21
2926 30
61368 553
28445 321
28420 441
5216 102
19233 294
9557 139
8510 131
2346 42
4741 52
7314 113
6924 57
1477 16
7722 144
14097 263
12164 203
4510 108
35467 342
42282 202
7889 136
24522 346
1438 23
21340 155
2931 52
14086 224
9245 129
7865 126
496 6
16076 331
91949 1082
15315 183
29147 348
38832 375
9696 195
3918 45
5095 65
5671 98
894 0
116063 948
11522 187
18298 261
7574 87
5801 64
9664 115
5304 60
3308 86
4356 60
7279 51
26831 288
2679 57
2333 25
8199 101
14020 237
14170 228
6917 54
3724 55
16672 166
